0.01,3,1,5,5,3,0,1,1
0.015,3,1,0,1,2,2,2,8
0.02,2,3,9,1,1,3,1,4
0.025,9,26,28,7,4,4,4,3
0.03,5,6,9,1,0,2,3,3
0.035,6,7,6,4,4,4,4,4
0.04,3,1,2,3,2,1,1,4
0.045,5,3,4,1,0,3,1,1
0.05,14,5,6,1,3,3,3,2
0.055,3,1,3,0,1,2,2,0
0.06,3,4,2,0,2,0,2,7
0.065,1,5,6,2,2,2,2,5
0.07,10,4,5,0,1,0,0,5
0.075,8,3,4,1,1,1,3,0
0.08,10,0,2,0,3,0,1,2
0.085,42,0,5,0,0,1,1,14
0.09,26,2,2,3,4,4,6,11
0.095,11,7,1,0,1,1,0,8
0.1,17,15,2,0,1,1,3,1
0.105,15,5,2,1,2,2,2,7
0.11,7,4,2,1,0,2,2,4
0.115,7,8,10,4,1,0,2,1
0.12,1,2,8,1,1,0,3,10
0.125,8,2,1,1,2,1,3,1
0.13,5,0,1,3,2,1,0,3
0.135,12,4,6,3,2,1,1,9
0.14,10,3,4,3,2,2,5,20
0.145,1,0,1,1,1,0,1,3
0.15,6,4,9,2,0,0,2,1
0.155,2,3,4,1,2,1,2,1
0.16,0,1,6,1,1,1,0,2
0.165,5,2,1,2,4,4,5,6
0.17,1,2,12,1,1,1,0,1
0.175,3,3,5,2,3,2,1,4
0.18,21,0,3,3,0,0,1,5
0.185,39,10,4,0,1,1,1,1
0.19,5,0,4,2,0,0,2,0
0.195,7,0,3,0,2,3,1,4
0.2,5,2,14,4,4,4,6,10
0.205,2,2,5,1,3,0,0,2
0.21,0,0,3,2,3,0,1,1
0.215,6,0,1,1,1,0,2,2
0.22,7,16,17,3,1,1,1,1
0.225,12,2,1,3,2,1,0,0
0.23,12,2,2,2,2,4,4,14
0.235,5,3,8,4,1,2,3,3
0.24,0,10,19,7,2,5,1,4
0.245,1,1,4,2,2,3,2,3
0.25,11,0,3,2,2,0,0,6
0.255,9,2,10,2,1,1,1,2
0.26,4,1,16,0,2,1,1,1
0.265,2,2,0,1,0,2,0,2
0.27,6,5,6,2,3,2,0,3
0.275,39,2,6,0,2,1,1,2
0.28,52,6,0,0,2,0,4,15
0.285,5,3,7,2,1,1,1,6
0.29,9,2,12,4,2,1,3,3
0.295,8,4,9,1,1,1,0,4
0.3,8,1,5,1,0,1,1,8
0.305,8,7,13,3,1,1,0,2
0.31,5,1,6,1,0,0,2,3
0.315,7,6,3,3,2,2,4,4
0.32,5,3,8,1,3,0,1,1
0.325,1,8,17,3,1,0,1,1
0.33,1,2,5,2,2,2,2,1
0.335,11,4,6,1,1,2,0,2
0.34,2,3,7,1,2,3,1,5
0.345,13,9,5,2,3,0,5,2
0.35,5,3,1,1,2,2,2,5
0.355,11,3,6,1,1,2,1,3
0.36,2,6,12,2,2,0,1,7
0.365,4,6,4,0,2,3,3,10
0.37,5,6,1,0,0,0,1,2
0.375,8,12,6,3,2,1,2,3
0.38,23,5,3,1,0,1,0,3
0.385,6,5,5,3,2,4,1,6
0.39,16,6,6,1,2,1,0,7
0.395,11,1,5,4,3,2,2,4
0.4,6,1,1,0,1,3,0,6
0.405,1,7,5,3,2,0,1,8
0.41,1,0,9,3,1,4,5,5
0.415,13,1,4,1,1,0,1,6
